Order_ID,Customer_ID,ZIP_Code,Account_Age_Days,Past_Purchases,Past_Returns,Product_ID,Category,Price,Discount_Percentage,Shipping_Method,Carrier,Order_Date,Delivery_Date,Size_Ordered,Bought_Two_Sizes,Review_Score,Return_Reason,Is_Returned
ORD_002864,CUST_01601,98930,984,99,16,PROD_2527,Electronics,46.82,10,Express,FedEx,2022-10-24,2022-10-26,,0,3,Defective product,1
ORD_002865,CUST_00934,44687,1426,55,1,PROD_3565,Clothing,52.27,0,Express,BlueDart,2024-05-28,2024-06-02,XXL,0,3,Quality issues,1
ORD_002866,CUST_01777,22387,1780,25,5,PROD_7784,Toys,22.39,15,Economy,USPS,2022-01-03,2022-01-14,,0,1,,0
ORD_002867,CUST_00155,66985,70,62,2,PROD_8516,Beauty,5.0,30,Next Day,DHL,2022-02-18,2022-02-21,,0,4,Not as described,1
ORD_002868,CUST_01652,32527,1530,72,10,PROD_8739,Clothing,6.84,0,Next Day,USPS,2022-09-26,2022-09-29,S,0,4,,0
ORD_002869,CUST_00503,34914,1716,96,22,PROD_5231,Home & Kitchen,37.37,10,Express,USPS,2024-01-14,2024-01-18,,0,4,,0
ORD_002870,CUST_01458,46046,952,19,2,PROD_7441,Books,145.6,5,Standard,FedEx,2023-04-06,2023-04-11,,0,5,,0
ORD_002871,CUST_00031,10851,306,16,1,PROD_3749,Footwear,21.35,0,Next Day,UPS,2022-04-02,2022-04-03,L,1,4,,0
ORD_002872,CUST_00667,38906,831,92,12,PROD_1593,Footwear,34.88,5,Express,FedEx,2022-08-28,2022-08-31,XS,0,2,,0
ORD_002873,CUST_01731,87867,804,21,0,PROD_6277,Books,135.68,0,Economy,USPS,2023-02-20,2023-03-01,,0,3,Changed mind,1
ORD_002874,CUST_00588,41979,399,61,9,PROD_7202,Clothing,14.4,20,Next Day,USPS,2022-03-04,2022-03-08,L,0,5,,0
ORD_002875,CUST_00136,88172,1892,79,16,PROD_8656,Beauty,10.56,0,Economy,BlueDart,2023-06-16,2023-06-28,,0,1,,0
ORD_002876,CUST_00785,80539,1286,95,5,PROD_1064,Home & Kitchen,41.81,25,Express,FedEx,2024-04-07,2024-04-10,,0,5,,0
ORD_002877,CUST_00935,96563,1619,16,0,PROD_4232,Beauty,10.76,50,Next Day,UPS,2024-06-01,2024-06-03,,0,5,,0
ORD_002878,CUST_00473,62227,1402,59,0,PROD_7932,Clothing,44.0,25,Express,BlueDart,2023-03-31,2023-04-04,XS,0,5,,0
ORD_002879,CUST_01450,68138,1501,10,0,PROD_6843,Footwear,61.36,10,Standard,FedEx,2023-09-23,2023-09-29,M,0,3,,0
ORD_002880,CUST_01402,46342,1282,30,6,PROD_5964,Home & Kitchen,107.51,30,Standard,UPS,2022-10-14,2022-10-21,,0,4,,0
ORD_002881,CUST_01614,49507,314,85,6,PROD_1434,Toys,53.29,25,Standard,USPS,2022-12-17,2022-12-23,,0,5,,0
ORD_002882,CUST_00406,93136,1216,26,6,PROD_7622,Footwear,55.57,50,Express,FedEx,2022-09-07,2022-09-11,XL,0,5,Received wrong item,1
ORD_002883,CUST_00577,72277,906,28,5,PROD_2700,Toys,45.99,5,Next Day,BlueDart,2022-04-25,2022-04-29,,0,5,,0
ORD_002884,CUST_00523,50538,950,8,0,PROD_4212,Books,31.61,0,Standard,DHL,2022-11-07,2022-11-13,,0,5,,0
ORD_002885,CUST_01832,96760,850,63,11,PROD_3513,Beauty,43.52,5,Next Day,BlueDart,2022-12-24,2022-12-29,,0,5,,0
ORD_002886,CUST_00565,91167,473,76,3,PROD_5480,Home & Kitchen,24.89,5,Express,DHL,2023-07-21,2023-07-23,,0,4,,0
ORD_002887,CUST_00217,54313,1296,35,7,PROD_1096,Beauty,31.97,20,Next Day,BlueDart,2023-05-09,2023-05-12,,0,4,,0
ORD_002888,CUST_01327,94889,1488,25,0,PROD_3232,Clothing,18.91,0,Economy,UPS,2023-05-05,2023-05-13,XXL,0,3,,0
ORD_002889,CUST_01459,91830,449,42,9,PROD_7441,Beauty,21.77,10,Standard,BlueDart,2023-08-25,2023-09-02,,0,3,Quality issues,1
ORD_002890,CUST_01671,20011,860,33,0,PROD_6368,Books,5.0,10,Next Day,BlueDart,2023-12-12,,,0,4,Not as described,1
ORD_002891,CUST_00070,69429,271,11,1,PROD_9863,Books,8.84,0,Economy,UPS,2024-01-05,2024-01-14,,0,5,,0
ORD_002892,CUST_01377,26011,1659,37,0,PROD_6394,Toys,9.74,0,Economy,UPS,2023-08-21,2023-08-31,,0,1,,0
ORD_002893,CUST_01048,57419,1499,32,3,PROD_2362,Home & Kitchen,8.42,0,Express,FedEx,2022-02-24,2022-02-26,,0,5,,0
ORD_002894,CUST_01892,69130,1554,65,16,PROD_9425,Home & Kitchen,7.15,10,Next Day,BlueDart,2022-03-14,2022-03-18,,0,2,,0
ORD_002895,CUST_00047,15695,1836,62,8,PROD_3292,Beauty,36.55,30,Express,FedEx,2022-08-25,2022-08-29,,0,4,Changed mind,1
ORD_002896,CUST_00363,19602,31,81,2,PROD_7633,Toys,42.77,30,Express,BlueDart,2023-01-20,2023-01-26,,0,4,Not as described,1
ORD_002897,CUST_00239,80678,1278,17,4,PROD_7761,Clothing,9.73,25,Economy,USPS,2022-03-04,2022-03-14,XXL,0,5,,0
ORD_002898,CUST_00439,42706,1829,6,0,PROD_3288,Footwear,6.55,0,Express,DHL,2024-01-13,2024-01-15,XL,0,1,Defective product,1
ORD_002899,CUST_01273,57823,1373,32,0,PROD_4659,Books,11.67,0,Economy,DHL,2024-01-15,2024-01-24,,0,5,Received wrong item,1
ORD_002900,CUST_00823,82768,1268,91,23,PROD_2083,Footwear,108.44,30,Next Day,FedEx,2024-02-22,2024-02-24,S,0,4,,0
ORD_002901,CUST_01872,28140,435,11,2,PROD_4737,Footwear,89.8,0,Standard,UPS,2022-01-16,2022-01-23,XXL,0,4,,0
ORD_002902,CUST_01206,28758,755,58,2,PROD_8441,Electronics,308.02,20,Standard,BlueDart,2024-03-18,2024-03-27,,0,5,Quality issues,1
ORD_002903,CUST_01464,59925,1050,93,18,PROD_6257,Electronics,112.63,50,Economy,BlueDart,2023-04-18,2023-04-30,,0,5,Not as described,1
ORD_002904,CUST_00833,63005,521,18,4,PROD_5068,Footwear,38.95,10,Next Day,BlueDart,2022-07-09,2022-07-13,XXL,0,5,,0
ORD_002905,CUST_01621,11013,1522,58,6,PROD_6064,Home & Kitchen,7.9,0,Next Day,BlueDart,2024-02-25,2024-02-28,,0,5,,0
ORD_002906,CUST_01867,79135,127,62,14,PROD_8846,Clothing,29.67,0,Express,USPS,2023-03-13,2023-03-18,M,0,2,,1
ORD_002907,CUST_00649,64496,1257,47,11,PROD_1854,Footwear,43.91,25,Next Day,FedEx,2023-09-01,2023-09-02,XL,0,3,,0
ORD_002908,CUST_01609,61807,739,20,1,PROD_2904,Clothing,22.94,20,Express,UPS,2023-12-06,2023-12-09,S,0,4,,0
ORD_002909,CUST_01978,43246,401,41,0,PROD_5865,Home & Kitchen,29.46,30,Standard,FedEx,2023-02-09,2023-02-15,,0,2,,0
ORD_002910,CUST_00724,29973,999,85,19,PROD_9023,Electronics,14.08,50,Economy,USPS,2023-09-30,2023-10-11,,0,4,Received wrong item,1
ORD_002911,CUST_00727,72070,447,48,7,PROD_6673,Beauty,18.31,15,Economy,UPS,2023-08-08,2023-08-18,,0,2,,0
ORD_002912,CUST_01769,98984,883,20,1,PROD_2054,Beauty,14.92,0,Next Day,USPS,2022-05-30,2022-06-01,,0,4,,0
ORD_002913,CUST_01476,82264,1895,39,5,PROD_6818,Home & Kitchen,40.07,0,Standard,FedEx,2023-04-12,2023-04-18,,0,4,,0
ORD_002914,CUST_00008,23434,1074,82,15,PROD_3627,Beauty,8.76,10,Express,FedEx,2023-03-18,2023-03-22,,0,3,Defective product,1
ORD_002915,CUST_01959,34551,1010,61,9,PROD_3394,Books,38.13,30,Next Day,USPS,2022-02-13,2022-02-15,,0,4,Changed mind,1
ORD_002916,CUST_00688,96900,881,82,14,PROD_1644,Toys,45.48,0,Next Day,UPS,2023-07-27,2023-07-28,,0,5,,0
ORD_002917,CUST_01191,79621,77,87,5,PROD_7992,Books,39.57,5,Express,UPS,2023-06-22,2023-06-25,,0,5,,0
ORD_002918,CUST_01760,78517,1309,34,4,PROD_8359,Footwear,80.17,0,Standard,USPS,2023-07-12,2023-07-19,XS,1,5,Wrong size,1
ORD_002919,CUST_00113,44718,1305,68,0,PROD_3624,Electronics,114.86,20,Economy,DHL,2023-07-12,2023-07-20,,0,4,,0
ORD_002920,CUST_01265,22735,777,59,14,PROD_6791,Beauty,18.0,15,Economy,DHL,2022-08-03,2022-08-13,,0,3,,0
ORD_002921,CUST_01386,16629,405,57,6,PROD_9810,Clothing,19.55,0,Express,USPS,2022-01-19,,XL,0,5,,0
ORD_002922,CUST_01626,59834,1414,25,6,PROD_7854,Electronics,5.0,5,Standard,UPS,2023-03-16,2023-03-21,,0,1,Not as described,1
ORD_002923,CUST_01961,97584,279,46,7,PROD_1046,Electronics,35.89,5,Standard,FedEx,2022-11-26,2022-12-03,,0,5,Changed mind,1
ORD_002924,CUST_01386,16629,405,57,6,PROD_2879,Toys,9.62,5,Standard,USPS,2022-05-26,2022-06-02,,0,5,,0
ORD_002925,CUST_00453,53540,845,25,6,PROD_7494,Electronics,194.25,20,Express,BlueDart,2024-05-19,2024-05-23,,0,3,,0
ORD_002926,CUST_00985,67377,738,43,8,PROD_1151,Beauty,27.15,10,Next Day,BlueDart,2023-03-13,2023-03-17,,0,3,,0
ORD_002927,CUST_00548,89516,80,65,1,PROD_5323,Footwear,44.03,20,Economy,USPS,2023-01-18,2023-01-27,XS,0,4,,1
ORD_002928,CUST_01978,43246,401,41,0,PROD_2556,Books,53.78,15,Economy,USPS,2022-10-22,2022-10-31,,0,4,,0
ORD_002929,CUST_00807,73904,1537,22,0,PROD_2949,Books,16.05,0,Express,UPS,2023-02-27,2023-03-02,,0,4,,0
ORD_002930,CUST_01584,45665,966,2,0,PROD_4197,Clothing,45.05,20,Next Day,BlueDart,2023-11-01,2023-11-06,XS,0,2,,0
ORD_002931,CUST_01556,84228,808,41,4,PROD_3181,Toys,61.72,0,Standard,USPS,2022-12-06,2022-12-14,,0,4,,0
ORD_002932,CUST_00773,23833,91,36,4,PROD_6731,Clothing,41.68,25,Standard,BlueDart,2022-11-29,2022-12-08,XXL,0,5,,0
ORD_002933,CUST_00878,17146,1179,90,25,PROD_4251,Toys,5.0,15,Next Day,USPS,2024-05-21,2024-05-23,,0,4,Defective product,1
ORD_002934,CUST_01588,73656,566,74,2,PROD_3974,Clothing,40.01,30,Standard,USPS,2022-04-29,2022-05-06,XXL,0,4,,0
ORD_002935,CUST_00638,29769,726,34,4,PROD_8293,Books,64.23,0,Next Day,UPS,2023-07-06,,,0,3,,0
ORD_002936,CUST_01909,53947,137,21,3,PROD_1114,Electronics,17.73,30,Economy,USPS,2022-01-21,2022-02-01,,0,5,,0
ORD_002937,CUST_00137,18326,550,38,0,PROD_4607,Clothing,15.77,0,Next Day,BlueDart,2024-05-06,2024-05-10,S,0,4,,0
ORD_002938,CUST_01315,93695,147,43,6,PROD_6340,Toys,23.69,0,Economy,USPS,2024-02-26,2024-03-06,,0,5,,0
ORD_002939,CUST_01929,24573,1645,91,3,PROD_2752,Home & Kitchen,51.33,0,Next Day,USPS,2023-03-30,2023-04-03,,0,4,,0
ORD_002940,CUST_01529,55890,1676,75,21,PROD_6428,Books,23.83,10,Standard,BlueDart,2024-03-27,,,0,4,,0
ORD_002941,CUST_01086,41946,132,28,7,PROD_6843,Home & Kitchen,41.0,0,Express,USPS,2022-09-14,2022-09-18,,0,5,,0
ORD_002942,CUST_01206,28758,755,58,2,PROD_4300,Clothing,32.72,0,Economy,FedEx,2024-03-28,2024-04-05,XS,0,4,,0
ORD_002943,CUST_00723,91439,1975,3,0,PROD_8512,Beauty,38.01,10,Express,FedEx,2023-01-20,2023-01-22,,0,4,,0
ORD_002944,CUST_01949,41711,1930,93,23,PROD_5600,Electronics,26.92,25,Standard,BlueDart,2023-11-19,,,0,4,Defective product,1
ORD_002945,CUST_00163,23947,1101,91,10,PROD_8643,Toys,14.93,0,Next Day,BlueDart,2022-09-10,2022-09-15,,0,2,,0
ORD_002946,CUST_00974,84607,761,67,4,PROD_9863,Footwear,22.64,5,Express,DHL,2023-12-14,2023-12-16,XL,0,5,,0
ORD_002947,CUST_00395,89276,539,74,6,PROD_9390,Beauty,31.28,50,Economy,BlueDart,2022-05-30,2022-06-11,,0,4,,0
ORD_002948,CUST_01070,82384,1019,34,3,PROD_4976,Books,99.09,20,Standard,USPS,2024-03-02,2024-03-09,,0,2,,0
ORD_002949,CUST_00997,85392,1045,88,7,PROD_5869,Books,11.75,10,Next Day,FedEx,2022-01-09,2022-01-12,,0,5,,0
ORD_002950,CUST_01694,74764,342,28,7,PROD_7602,Toys,100.51,25,Economy,USPS,2023-10-20,2023-10-29,,0,4,,0
ORD_002951,CUST_00640,60205,1273,55,6,PROD_4805,Toys,546.15,10,Next Day,UPS,2023-03-13,2023-03-15,,0,3,,0
ORD_002952,CUST_00737,89593,442,48,4,PROD_9444,Footwear,26.95,10,Next Day,FedEx,2023-08-05,,S,0,3,,0
ORD_002953,CUST_00736,89415,1128,98,25,PROD_6148,Footwear,11.15,50,Express,BlueDart,2023-10-04,2023-10-10,L,0,4,,0
ORD_002954,CUST_01849,68222,848,14,3,PROD_7199,Toys,68.8,0,Next Day,USPS,2023-05-24,2023-05-28,,0,4,,0
ORD_002955,CUST_01516,47700,52,84,2,PROD_1930,Beauty,34.51,5,Express,USPS,2022-08-12,2022-08-17,,0,5,,0
ORD_002956,CUST_00698,59689,1480,85,18,PROD_1042,Clothing,11.83,5,Next Day,DHL,2024-04-05,2024-04-06,M,0,4,,0
ORD_002957,CUST_00032,30926,1214,56,4,PROD_6268,Home & Kitchen,7.62,30,Standard,UPS,2023-08-21,2023-08-28,,0,3,,0
ORD_002958,CUST_01667,54500,143,3,0,PROD_1708,Electronics,35.77,15,Economy,BlueDart,2023-02-23,2023-03-07,,0,5,Not as described,1
ORD_002959,CUST_01576,21135,998,98,17,PROD_6137,Beauty,45.73,5,Economy,DHL,2023-12-01,2023-12-10,,0,4,,0
ORD_002960,CUST_00437,37535,592,80,22,PROD_4086,Beauty,75.61,0,Next Day,USPS,2022-05-02,2022-05-06,,0,2,Changed mind,1
ORD_002961,CUST_01002,85529,253,80,9,PROD_1546,Home & Kitchen,140.21,15,Economy,FedEx,2023-05-14,2023-05-24,,0,4,,0
ORD_002962,CUST_00374,30676,1152,45,11,PROD_2860,Footwear,17.3,0,Next Day,USPS,2023-01-12,2023-01-14,XS,1,4,Wrong size,1
ORD_002963,CUST_01818,38074,617,87,17,PROD_2821,Home & Kitchen,48.6,20,Economy,USPS,2022-11-13,2022-11-23,,0,5,Quality issues,1
ORD_002964,CUST_00695,33819,1982,54,9,PROD_1233,Electronics,54.46,25,Express,BlueDart,2023-11-10,2023-11-14,,0,5,,0
ORD_002965,CUST_00061,16006,676,37,2,PROD_9864,Home & Kitchen,59.39,0,Express,DHL,2024-01-23,2024-01-25,,0,4,,0
ORD_002966,CUST_00345,36772,367,25,6,PROD_6778,Toys,113.38,30,Next Day,USPS,2022-01-28,2022-01-31,,0,3,Changed mind,1
ORD_002967,CUST_01779,98916,765,38,6,PROD_6453,Footwear,19.72,0,Economy,USPS,2023-01-14,2023-01-23,L,0,4,,0
ORD_002968,CUST_00727,72070,447,48,7,PROD_3242,Home & Kitchen,70.43,5,Economy,BlueDart,2024-02-26,2024-03-07,,0,4,,0
ORD_002969,CUST_01981,18855,431,21,3,PROD_1478,Electronics,32.17,0,Express,BlueDart,2023-08-14,2023-08-19,,0,4,,0
ORD_002970,CUST_01789,96980,1412,17,1,PROD_1284,Beauty,7.75,20,Next Day,DHL,2022-09-08,2022-09-09,,0,3,,0
ORD_002971,CUST_00442,56357,255,26,3,PROD_7560,Electronics,96.17,0,Next Day,BlueDart,2022-03-05,2022-03-09,,0,2,,0
ORD_002972,CUST_00074,58520,927,25,0,PROD_1633,Clothing,15.95,15,Express,DHL,2023-03-19,2023-03-21,XXL,0,2,,0
ORD_002973,CUST_00688,96900,881,82,14,PROD_3680,Electronics,30.66,25,Express,USPS,2022-09-16,2022-09-21,,0,5,,0
ORD_002974,CUST_00566,53933,642,94,17,PROD_2188,Toys,68.63,5,Standard,BlueDart,2022-03-17,2022-03-26,,0,5,Received wrong item,1
ORD_002975,CUST_00379,95717,433,11,1,PROD_1407,Beauty,51.17,5,Standard,BlueDart,2023-10-27,2023-11-04,,0,4,Received wrong item,1
ORD_002976,CUST_00059,35203,1538,12,0,PROD_5583,Clothing,27.52,5,Standard,BlueDart,2022-02-26,2022-03-07,XXL,0,3,,0
ORD_002977,CUST_00412,27146,830,15,0,PROD_9970,Footwear,5.05,30,Economy,BlueDart,2022-10-20,2022-11-01,L,0,5,Not as described,1
ORD_002978,CUST_01076,25396,796,31,0,PROD_1868,Electronics,5.0,20,Express,BlueDart,2022-06-12,2022-06-16,,0,5,,0
ORD_002979,CUST_01746,29773,738,57,2,PROD_7690,Toys,123.08,25,Economy,USPS,2023-03-06,2023-03-16,,0,1,,0
ORD_002980,CUST_01793,95990,1288,77,13,PROD_3549,Beauty,62.16,25,Next Day,FedEx,2023-12-11,2023-12-13,,0,4,,0
ORD_002981,CUST_00744,50888,705,87,17,PROD_8631,Beauty,21.74,30,Economy,UPS,2022-12-17,2022-12-26,,0,4,,0
ORD_002982,CUST_00665,81582,1890,90,22,PROD_5466,Books,53.6,50,Express,USPS,2023-07-04,2023-07-09,,0,4,,0
ORD_002983,CUST_01092,88561,1359,4,0,PROD_9194,Home & Kitchen,13.52,30,Next Day,FedEx,2024-03-05,2024-03-08,,0,4,,0
ORD_002984,CUST_00611,90301,663,89,11,PROD_3233,Electronics,13.63,50,Standard,USPS,2023-07-13,2023-07-19,,0,4,,0
ORD_002985,CUST_01494,72163,353,30,1,PROD_1021,Home & Kitchen,35.7,0,Next Day,FedEx,2023-12-05,2023-12-07,,0,3,,0
ORD_002986,CUST_01781,47243,1935,63,4,PROD_9892,Clothing,30.96,20,Next Day,BlueDart,2023-10-23,,XXL,0,4,,0
ORD_002987,CUST_01397,40539,1885,58,3,PROD_3364,Clothing,84.64,50,Next Day,DHL,2023-12-08,2023-12-10,M,0,4,,0
ORD_002988,CUST_00702,52840,1630,71,7,PROD_5424,Clothing,13.25,5,Standard,USPS,2022-06-28,2022-07-05,M,0,2,Defective product,1
ORD_002989,CUST_00932,91987,1468,62,7,PROD_8208,Clothing,101.03,10,Express,BlueDart,2023-08-14,2023-08-20,XL,1,1,Wrong size,1
ORD_002990,CUST_01002,85529,253,80,9,PROD_3794,Home & Kitchen,110.05,15,Next Day,BlueDart,2022-01-02,2022-01-05,,0,1,,0
ORD_002991,CUST_01462,81874,1494,26,1,PROD_9977,Clothing,39.41,10,Next Day,FedEx,2024-01-12,2024-01-13,S,0,4,,0
ORD_002992,CUST_00234,41195,1559,20,4,PROD_2363,Books,15.02,20,Standard,DHL,2023-01-24,2023-01-30,,0,4,,0
ORD_002993,CUST_01215,70981,555,58,9,PROD_6932,Clothing,280.3,0,Express,FedEx,2022-04-04,2022-04-07,XS,0,1,Changed mind,1
ORD_002994,CUST_00595,33053,860,26,5,PROD_3877,Clothing,17.54,5,Economy,USPS,2022-06-02,2022-06-11,XXL,0,1,,1
ORD_002995,CUST_00733,43586,1554,25,6,PROD_5407,Electronics,63.43,25,Economy,DHL,2023-09-27,2023-10-07,,0,4,,0
ORD_002996,CUST_00286,31798,249,78,17,PROD_8394,Toys,58.23,15,Standard,USPS,2023-11-11,2023-11-18,,0,5,,0
ORD_002997,CUST_00693,27786,409,1,0,PROD_5225,Beauty,29.37,50,Standard,USPS,2022-06-21,2022-06-29,,0,4,Changed mind,1
ORD_002998,CUST_00558,32241,334,10,2,PROD_7002,Clothing,60.8,5,Express,USPS,2023-02-19,2023-02-24,L,0,2,,0
ORD_002999,CUST_00485,13617,957,76,12,PROD_8328,Electronics,55.27,20,Standard,DHL,2022-09-02,2022-09-08,,0,4,,1
ORD_003000,CUST_01960,97080,1139,49,4,PROD_5934,Home & Kitchen,79.29,25,Economy,FedEx,2024-02-25,2024-03-04,,0,4,Changed mind,1
ORD_003001,CUST_00853,35242,1549,71,16,PROD_5470,Books,40.53,10,Next Day,BlueDart,2022-11-02,2022-11-05,,0,4,Defective product,1
ORD_003002,CUST_01945,12154,1708,8,1,PROD_6824,Electronics,69.82,0,Next Day,USPS,2024-04-19,2024-04-23,,0,4,,0
ORD_003003,CUST_00001,93810,1156,39,7,PROD_8231,Clothing,11.16,15,Next Day,BlueDart,2023-08-02,2023-08-06,S,0,5,Defective product,1
ORD_003004,CUST_01798,21104,58,91,17,PROD_7951,Clothing,42.4,30,Economy,FedEx,2023-12-10,2023-12-18,M,0,5,,0
ORD_003005,CUST_00555,38010,343,47,0,PROD_6848,Toys,24.97,5,Standard,USPS,2024-01-15,2024-01-21,,0,5,,0
ORD_003006,CUST_01397,40539,1885,58,3,PROD_5505,Books,239.04,5,Express,UPS,2023-11-13,2023-11-16,,0,4,,0
ORD_003007,CUST_00702,52840,1630,71,7,PROD_9115,Clothing,164.69,10,Standard,FedEx,2024-02-17,2024-02-23,S,0,4,Changed mind,1
ORD_003008,CUST_00189,73699,236,58,16,PROD_9979,Beauty,295.92,25,Standard,USPS,2022-12-06,2022-12-14,,0,5,,0
ORD_003009,CUST_01808,22249,71,35,5,PROD_9844,Electronics,56.32,50,Next Day,USPS,2022-03-07,2022-03-10,,0,3,Defective product,1
ORD_003010,CUST_01307,26199,35,50,2,PROD_5129,Footwear,42.48,25,Standard,BlueDart,2022-06-28,2022-07-05,XXL,0,4,,0
ORD_003011,CUST_00409,15778,1734,38,8,PROD_6504,Electronics,18.08,25,Next Day,USPS,2022-03-24,2022-03-26,,0,4,,0
ORD_003012,CUST_00580,69692,1403,76,20,PROD_8454,Footwear,15.81,50,Standard,UPS,2024-03-30,2024-04-05,XL,0,4,,0
ORD_003013,CUST_00533,97153,350,38,2,PROD_8404,Home & Kitchen,17.47,10,Economy,USPS,2023-04-27,2023-05-08,,0,5,,0
ORD_003014,CUST_01421,26614,325,45,2,PROD_4490,Electronics,16.65,50,Express,FedEx,2022-10-12,2022-10-14,,0,4,,0
ORD_003015,CUST_01973,71621,756,54,14,PROD_4420,Clothing,113.17,15,Next Day,USPS,2023-12-09,2023-12-12,XXL,0,3,,0
ORD_003016,CUST_01944,80261,1321,27,7,PROD_5691,Books,7.55,30,Express,FedEx,2023-09-10,2023-09-13,,0,5,,0
ORD_003017,CUST_00170,30032,713,40,4,PROD_7710,Electronics,19.01,15,Next Day,USPS,2023-03-09,2023-03-11,,0,4,,0
ORD_003018,CUST_01878,82684,780,48,9,PROD_7863,Toys,36.93,0,Express,UPS,2022-05-16,2022-05-19,,0,3,,0
ORD_003019,CUST_00868,48829,1840,67,12,PROD_5907,Clothing,24.87,0,Express,UPS,2022-11-20,2022-11-22,L,0,3,Received wrong item,1
ORD_003020,CUST_00824,41499,762,37,9,PROD_5657,Toys,26.56,0,Express,DHL,2022-06-30,2022-07-04,,0,3,,0
ORD_003021,CUST_00345,36772,367,25,6,PROD_9906,Footwear,103.96,0,Express,UPS,2023-03-05,2023-03-07,XXL,1,4,Wrong size,1
ORD_003022,CUST_00761,55508,66,86,11,PROD_7818,Beauty,90.17,20,Next Day,BlueDart,2022-07-10,2022-07-13,,0,2,,0
ORD_003023,CUST_01712,92756,125,9,1,PROD_5857,Footwear,228.44,5,Economy,BlueDart,2022-12-22,2023-01-02,M,0,2,,0
ORD_003024,CUST_01432,69245,604,45,2,PROD_9573,Electronics,16.61,0,Standard,BlueDart,2023-10-06,2023-10-13,,0,5,,0
ORD_003025,CUST_01090,60277,767,16,1,PROD_9617,Books,80.5,50,Economy,USPS,2022-02-12,2022-02-23,,0,5,Quality issues,1
ORD_003026,CUST_00792,42177,764,56,10,PROD_3525,Electronics,27.53,15,Economy,BlueDart,2023-12-11,2023-12-21,,0,1,Not as described,1
ORD_003027,CUST_00049,80284,987,25,1,PROD_4434,Beauty,23.44,0,Next Day,UPS,2023-11-22,2023-11-25,,0,5,,0
ORD_003028,CUST_00822,74038,1216,26,4,PROD_8873,Electronics,38.46,25,Next Day,DHL,2023-03-19,2023-03-20,,0,4,Quality issues,1
ORD_003029,CUST_01765,47079,969,47,12,PROD_7204,Toys,57.45,25,Standard,USPS,2023-11-11,2023-11-19,,0,5,,0
ORD_003030,CUST_00596,77889,1840,29,4,PROD_8170,Electronics,22.93,10,Next Day,BlueDart,2022-01-07,2022-01-10,,0,5,,0
ORD_003031,CUST_00897,18564,534,5,0,PROD_8869,Clothing,33.1,15,Standard,UPS,2023-02-21,2023-02-27,XXL,0,3,,0
ORD_003032,CUST_00721,36130,805,46,4,PROD_1916,Electronics,39.01,0,Next Day,UPS,2022-07-17,2022-07-20,,0,3,,0
ORD_003033,CUST_01214,11231,695,51,14,PROD_4614,Books,60.54,25,Next Day,BlueDart,2023-01-01,2023-01-04,,0,5,,0
ORD_003034,CUST_01334,25292,865,3,0,PROD_6114,Electronics,41.3,0,Economy,BlueDart,2022-06-24,2022-07-05,,0,5,,0
ORD_003035,CUST_00843,65771,975,98,28,PROD_4652,Clothing,17.39,20,Economy,UPS,2024-02-21,2024-03-01,XL,0,5,,0
ORD_003036,CUST_00882,93606,783,36,1,PROD_9805,Home & Kitchen,35.23,25,Economy,FedEx,2023-10-27,2023-11-05,,0,5,Quality issues,1
ORD_003037,CUST_01163,73956,711,2,0,PROD_9644,Home & Kitchen,29.74,5,Next Day,USPS,2023-10-15,2023-10-18,,0,4,,0
ORD_003038,CUST_01981,18855,431,21,3,PROD_5334,Beauty,145.13,30,Express,DHL,2022-12-18,2022-12-21,,0,5,,0
ORD_003039,CUST_01190,42007,860,65,9,PROD_3671,Toys,48.27,0,Standard,UPS,2022-08-22,2022-08-29,,0,3,,0
ORD_003040,CUST_01985,92346,1326,55,14,PROD_5288,Footwear,37.6,20,Next Day,DHL,2023-07-02,,S,0,5,,0
ORD_003041,CUST_00590,95990,1159,78,11,PROD_7759,Books,22.07,25,Standard,USPS,2023-11-25,2023-12-01,,0,1,,0
ORD_003042,CUST_01067,50730,1107,31,2,PROD_5013,Footwear,26.21,0,Express,FedEx,2022-07-31,2022-08-04,S,0,4,Defective product,1
ORD_003043,CUST_00313,17492,1663,64,4,PROD_9917,Electronics,48.02,0,Next Day,BlueDart,2024-01-09,2024-01-13,,0,3,,0
ORD_003044,CUST_01634,62044,1413,39,4,PROD_1625,Books,25.87,0,Economy,FedEx,2023-10-02,2023-10-12,,0,4,Defective product,1
ORD_003045,CUST_00324,18981,1379,89,21,PROD_3118,Footwear,21.88,15,Standard,UPS,2024-04-18,2024-04-23,L,0,4,,0
ORD_003046,CUST_01000,98117,1118,6,0,PROD_8069,Electronics,19.16,15,Express,DHL,2023-06-08,2023-06-11,,0,4,,0
ORD_003047,CUST_01059,67424,279,6,0,PROD_6623,Toys,22.38,50,Economy,USPS,2023-08-19,2023-08-29,,0,4,,0
ORD_003048,CUST_01594,77154,1263,76,3,PROD_2359,Footwear,21.83,20,Economy,USPS,2022-01-27,2022-02-05,S,0,4,,0
ORD_003049,CUST_00375,67433,1712,89,12,PROD_3146,Footwear,18.74,15,Express,USPS,2024-05-09,2024-05-14,S,0,5,,0
ORD_003050,CUST_00049,80284,987,25,1,PROD_2217,Footwear,7.87,30,Next Day,FedEx,2022-05-27,2022-05-30,S,0,4,,0
ORD_003051,CUST_01294,19869,1660,22,2,PROD_5839,Beauty,116.53,25,Standard,BlueDart,2022-03-10,2022-03-18,,0,5,,0
